ean,descricao,preco,data_coleta,codmunicipio,codestado,rede_fonte,logradouro,bairro,cep,cidade,uf
7891317431358,ESPIRONOLACTONA 25MG C/30 CPR(EUR),8.7,2025-03-10 03:59:21,2927408,29,DROGARIA BRITO,AVENIDA EDUARDO FROES DA MOTA,SOBRADINHO,44021215,FEIRA DE SANTANA,BA
7896004708942,ESPIRONOLACTONA EMS 25MG C/30C,8.7,2025-03-10 03:59:21,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7891317431358,ESPIRONOLACTONA 25MG C/30 CPR(EUR),8.7,2025-03-10 03:59:21,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896004708942,ESPIRONOLACTONA EMS 25MG C/30C,8.7,2025-03-10 03:59:21,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7891317431358,ESPIRONOLACTONA 25MG C/30 CPR(EUR),8.7,2025-03-10 03:59:21,2927408,29,FARMACIA BRITO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896004708942,ESPIRONOLACTONA EMS 25MG C/30C,8.7,2025-03-10 03:59:21,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896004708942,ESPIRONOLACTONA 25MG,8.7,2025-03-10 03:59:21,2927408,29,FARMACIA PAGUE NEMOS,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44077005,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,25.9,2025-03-10 03:59:31,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,25.9,2025-03-10 03:59:31,2927408,29,FARMACIA BRITO,RUA HERMINIO SANTOS,CENTRO,44002280,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,25.9,2025-03-10 03:59:31,2927408,29,DROGARIA HIPER ECONOMICA,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,28.0,2025-03-10 03:59:31,2927408,29,FARMACIA BRITO,RUA VOLUNTARIOS DA PATRIA,SOBRADINHO,44021075,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,29.0,2025-03-10 03:59:31,2927408,29,FARMACIA BRITO,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,SAO JOAO,44051900,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CRM C/50G+APLIC,29.0,2025-03-10 03:59:31,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL BIO CR 50GR,29.99,2025-03-10 03:59:31,2927408,29,FARMACIAS DA ECONOMIA,RUA COMENDADOR GOMES,TOMBA,44091238,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CR VAG,30.18,2025-03-10 03:59:31,2927408,29,EMPREENDIMENTOS PAGUE MENOS S/A,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G CR DERM APL 50G,30.87,2025-03-10 03:59:31,2927408,29,FARMACIAS NORDESTE,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G BLG 50G,32.5,2025-03-10 03:59:31,2927408,29,RAIA DROGASIL S/A,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076015,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1 MGG CR VAG C501 APL BIOLAB,34.99,2025-03-10 03:59:31,2927408,29,FARMACIA ULTRA ECONOMICA,RUA CONSELHEIRO FRANCO,CENTRO,44002272,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL CR VAG 50G+APL BIO G,35.99,2025-03-10 03:59:31,2927408,29,FARMACIA DO CAROA,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7896112401209,ESTRIOL 1MG/G BLG 50G,39.99,2025-03-10 03:59:32,2927408,29,RAIA DROGASIL S/A,RUA DOUTOR MACARIO CERQUEIRA,MUCHILA,44005000,FEIRA DE SANTANA,BA
7896004761633,ETODOLACO 400MG C/10 CPR REV(GER),9.99,2025-03-10 03:59:51,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7896004761633,ETODOLACO 400MG C/10 CPR REV(GER),10.39,2025-03-10 03:59:51,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
N/A,ETODOLACO 400 GD 10CP,10.95,2025-03-10 03:59:52,2927408,29,DROGARIA SAO PAULO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
7896004761633,ETODOLACO 400 MG CPD,14.19,2025-03-10 03:59:52,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,A CENTRO,44001525,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO GERMED 500MG 14CPR,17.95,2025-03-10 03:59:52,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO GERMED 500MG 14CPR,17.95,2025-03-10 03:59:52,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO GERMED 500MG 14CPR,17.95,2025-03-10 03:59:52,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO 500MG CPR C14 (G) EUROFARMA,17.99,2025-03-10 03:59:52,2927408,29,FARMACIA ULTRA ECONOMICA,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,18.62,2025-03-10 03:59:52,2927408,29,FARMACIA BRITO,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,18.62,2025-03-10 03:59:52,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001496,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,21.0,2025-03-10 03:59:52,2927408,29,DROGARIA HIPER ECONOMICA,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,21.5,2025-03-10 03:59:52,2927408,29,DROGARIA BRITO,AVENIDA EDUARDO FROES DA MOTA,SOBRADINHO,44021215,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,21.5,2025-03-10 03:59:52,2927408,29,FARMACIA BRITO,RUA HERMINIO SANTOS,CENTRO,44002280,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,22.0,2025-03-10 03:59:52,2927408,29,DROGARIA BRITO,RUA A,CALUMBI,44009060,FEIRA DE SANTANA,BA
7891317029869,ETODOLACO 500MG 14 COMP EURO,24.75,2025-03-10 03:59:52,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO 500MG 14CPR EUROFARMA,24.75,2025-03-10 03:59:52,2927408,29,FARMACIA HIPER POPULAR,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7891317029869,ETODOLACO 500MG 14 COMP EURO,24.75,2025-03-10 03:59:53,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG 14CP REV,25.0,2025-03-10 03:59:53,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002175,FEIRA DE SANTANA,BA
7891317029852,ETODOLACO 500 MG C14 CPR,25.82,2025-03-10 03:59:53,2927408,29,DROGARIA BOA NOVA,RUA PRIMAVERA,PAMPALONA,44031090,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C14CP,27.79,2025-03-10 03:59:53,2927408,29,J G COMERCIAL FARMACEUTICA LTDA,RUA URANO,JARDIM ACÁCIA,44004544,FEIRA DE SANTANA,BA
7898687733990,ETODOLACO 500MG C/14 CPR REV,31.27,2025-03-10 03:59:53,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896004761640,ETODOLACO 400MG 20CP REV,31.85,2025-03-10 03:59:53,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002175,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,ICL FARMACIA LTDA,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PRIMAVERA,CAMPO LIMPO,44032042,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CPR (ARCOXIA),26.11,2025-03-10 04:00:03,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002200,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CP,27.99,2025-03-10 04:00:03,2927408,29,FARMACIAS DA ECONOMIA LTDA,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CP,27.99,2025-03-10 04:00:03,0,29,FARMACIAS DA ECONOMIA LTDA,PRAÇA ROBERTO CINTRA,CENTRO,44600000,IPIRA,BA
7896004781358,ETORICOXIBE GMD 90MG 7CP,27.99,2025-03-10 04:00:04,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076405,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG CPD,32.64,2025-03-10 04:00:04,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,A CENTRO,44001525,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG 7 S,32.78,2025-03-10 04:00:04,2927408,29,RAIA DROGASIL S/A,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE 90MG C/7 COMP C1 GMD(ARCOXIA),32.99,2025-03-10 04:00:04,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE 90MG C/7 COMP C1 GMD(ARCOXIA),32.99,2025-03-10 04:00:04,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7898927564520,ETORICOXIBE (C1) 90 MG C/7 CPR REV (ZYDUS) (C1),33.9,2025-03-10 04:00:04,2927408,29,FARMACIA DO POVO VIII,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE 90MG 7CP REV,37.26,2025-03-10 04:00:04,2927408,29,FARMACIAS DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG EMS 7CPR,37.26,2025-03-10 04:00:04,2927408,29,FARMACIAS DA ECONOMIA,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076405,FEIRA DE SANTANA,BA
7896004781358,ETORICOXIBE 90MG 7CP REV,37.28,2025-03-10 04:00:04,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG C/7 CPR REV(EMS),37.46,2025-03-10 04:00:04,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG C/7 CPR REV(EMS),37.46,2025-03-10 04:00:04,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG C/7 CPR REV(EMS),37.46,2025-03-10 04:00:04,2927408,29,FARMACIA BRITO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG C/7 CPR REV(EMS),37.46,2025-03-10 04:00:04,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG 7CP REV,37.67,2025-03-10 04:00:05,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002175,FEIRA DE SANTANA,BA
7896004781396,ETORICOXIBE 90MG 7CP REV,37.67,2025-03-10 04:00:05,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896714291321,ETORICOXIBE 90MG 7CP REV,38.0,2025-03-10 04:00:05,2927408,29,FARMACIAS NORDESTE,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7896714291321,ETORICOXIBE 90MG 7CP REV,38.0,2025-03-10 04:00:05,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:15,2927408,29,DROGARIA MEGA DESCONTAO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:15,2927408,29,ICL FARMACIA LTDA,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:15,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHAIA 10MG 30 COMP,19.45,2025-03-10 04:00:15,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHAIA 10MG 30 COMP,19.45,2025-03-10 04:00:15,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA FRANCISCO FRAGA MAIA,MANGABEIRA,44056232,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:15,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PRIMAVERA,CAMPO LIMPO,44032042,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:16,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002200,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,RUA CARLOS GOMES,CENTRO,44002184,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHA 10MG 30COMP REV,19.45,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,PRAÇA DA BANDEIRA,CENTRO,44002160,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA ALTHAIA 10MG 30 COMP,19.45,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA GETULIO VARGAS,CENTRO,44001192,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),19.61,2025-03-10 04:00:16,2927408,29,DROGARIA HIPER ECONOMICA,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),19.61,2025-03-10 04:00:16,2927408,29,DROGARIA HIPER ECONOMICA,AVENIDA ANTONIO SERGIO CARNEIRO,SANTO ANTONIO DOS PRAZERES,44071270,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),19.61,2025-03-10 04:00:16,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),19.61,2025-03-10 04:00:16,2927408,29,DROGARIA HIPER ECONOMICA,RUA CINCO,CIDADE NOVA,44053822,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG ALG 30S,20.53,2025-03-10 04:00:16,2927408,29,RAIA DROGASIL S/A,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7899551301284,EZETIMIBA BIOLAB 10MG 30CPR,21.14,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PAPA JOAO XXIII,TOMBA,44090652,FEIRA DE SANTANA,BA
7899551301284,EZETIMIBA BIOLAB 10MG 30CPR,21.14,2025-03-10 04:00:16,2927408,29,DROGARIAS MEGA DESCONTAO,RUA PRIMAVERA,CAMPO LIMPO,44032042,FEIRA DE SANTANA,BA
7899551301284,EZETIMIBA BIOLAB 10MG 30CPR,21.14,2025-03-10 04:00:17,2927408,29,DROGARIA MEGA DESCONTAO,PRAÇA MACARIO BARRETO,TOMBA,44090288,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG ALG 30S,21.3,2025-03-10 04:00:17,2927408,29,RAIA DROGASIL S/A,AVENIDA GETULIO VARGAS,CAPUCHINHOS,44076015,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),21.46,2025-03-10 04:00:17,2927408,29,FARMACIA BRITO,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),21.46,2025-03-10 04:00:17,2927408,29,FARMACIA BRITO,AVENIDA SENHOR DOS PASSOS,CENTRO,44002205,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),21.46,2025-03-10 04:00:17,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,PONTO CENTRAL,44075432,FEIRA DE SANTANA,BA
7898569762674,EZETIMIBA 10MG C/30 CPR(ALT),21.91,2025-03-10 04:00:17,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
N/A,FENITOINA G 100MG CX100 CPSTEUTO C,0.21,2025-03-10 04:00:27,2927408,29,4M BR,RUA GODOFREDO REBELLO DE FIGUEIREDO FILHO,SIM,44085132,FEIRA DE SANTANA,BA
N/A,FENITOINA SOD 50MGML 5ML CX 72 AMPOLAS TEUTO,5.48,2025-03-10 04:00:27,2927408,29,4M BR,RUA GODOFREDO REBELLO DE FIGUEIREDO FILHO,SIM,44085132,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100 MG C30 CPR,11.0,2025-03-10 04:00:27,2927408,29,J G COMERCIAL FARMACEUTICA LTDA,RUA URANO,JARDIM ACÁCIA,44004544,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100 MG C/30 CPR,11.56,2025-03-10 04:00:27,2927408,29,DROGARIA HIPER ECONOMICA,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:27,2927408,29,FARMACIAS DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:27,2927408,29,FARMACIAS NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002172,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:28,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:28,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002175,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:28,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052032,FEIRA DE SANTANA,BA
7896112114574,FENITOINA 100MG 30CP,12.0,2025-03-10 04:00:28,2927408,29,FARMACIAS NORDESTE,RUA CONSELHEIRO FRANCO,CENTRO,44002128,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG C,4.69,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,CENTRO,44001325,FEIRA DE SANTANA,BA
N/A,FENOBARBITAL 100MGML 2ML IMIV CX25CRISTALIA,5.3,2025-03-10 04:00:38,2927408,29,4M BR,RUA GODOFREDO REBELLO DE FIGUEIREDO FILHO,SIM,44085132,FEIRA DE SANTANA,BA
7896006237167,FENOBARBITAL UNIAO 40MG GTS 20ML,6.62,2025-03-10 04:00:38,2927408,29,DROGARIAS MEGA DESCONTAO,AVENIDA MARIA QUITERIA,CENTRO,44001008,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG C,6.69,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA FERNANDO PINTO QUEIROZ,SIM,44085620,FEIRA DE SANTANA,BA
7896006237167,FENOBARBITAL 40MG/ML GTS 20ML,6.99,2025-03-10 04:00:38,2927408,29,FARMACIAS DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7897406120462,FENOBARBITAL 100MG C,7.28,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,CENTRO,44001325,FEIRA DE SANTANA,BA
7897406120462,FENOBARBITAL 100MG C,7.89,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA MARIA QUITERIA,PONTO CENTRAL,44075005,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG C/20 CPR,7.96,2025-03-10 04:00:38,2927408,29,FARMACIA BRITO,CAMINHO,02 MANGABEIRA,44056140,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL 100MG C,8.89,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,PARQUE GETULIO VARGAS,44076684,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL 100MG C,8.89,2025-03-10 04:00:38,2927408,29,FARMACIA PAGUE MENOS,AVENIDA GETULIO VARGAS,CENTRO,44001325,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL 100MG C/30 CPR(TEU),9.73,2025-03-10 04:00:38,2927408,29,FARMACIA BRITO,AVENIDA ARTEMIA PIRES FREITAS,SIM,44085370,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG 30CP,9.91,2025-03-10 04:00:38,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052032,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG 30CP,9.99,2025-03-10 04:00:38,2927408,29,FARMACIAS NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002172,FEIRA DE SANTANA,BA
7896112125358,FENOBARBITAL 100MG 30CP,10.0,2025-03-10 04:00:39,2927408,29,FARMACIAS DO TRABALHADOR DO NORDESTE,AVENIDA GOVERNADOR JOAO DURVAL CARNEIRO,CASEB,44052004,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL 100MG 30CP,10.0,2025-03-10 04:00:39,2927408,29,FARMACIAS NORDESTE,RUA VISCONDE DO RIO BRANCO,CENTRO,44002172,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL 100MG 30CP,10.0,2025-03-10 04:00:39,2927408,29,FARMACIA DO TRABALHADOR DO NORDESTE,RUA MARECHAL DEODORO,CENTRO,44002064,FEIRA DE SANTANA,BA
7896006237372,FENOBARBITAL 100MG C/30 CPR(UNI),10.48,2025-03-10 04:00:39,2927408,29,DROGARIA HIPER ECONOMICA,RUA BARTOLOMEU DE GUSMAO,CAMPO LIMPO,44032221,FEIRA DE SANTANA,BA
7896006237372,FENOBARBITAL 100MG C/30 CPR(UNI),10.48,2025-03-10 04:00:39,2927408,29,FARMACIA BRITO,AVENIDA GETULIO VARGAS,CENTRO,44001525,FEIRA DE SANTANA,BA
7896112119845,FENOBARBITAL TEU 100MG 30CPR,11.1,2025-03-10 04:00:39,0,29,FARMACIAS DA ECONOMIA LTDA,PRAÇA ROBERTO CINTRA,CENTRO,44600000,IPIRA,BA
7896006237372,FENOBARBITAL UNQ 100MG 30CPR,11.99,2025-03-10 04:00:39,2927408,29,FARMACIAS DA ECONOMIA,RUA COMENDADOR GOMES,TOMBA,44091238,FEIRA DE SANTANA,BA
